"Date","Open","High","Low","Close","Volume"
"2013-12-10",7.569,7.756,7.56,7.681,66196
"2013-12-09",7.494,7.597,7.494,7.56,25776
"2013-12-06",7.522,7.569,7.447,7.541,41812
"2013-12-05",7.541,7.925,7.541,7.616,114151
"2013-12-04",7.166,7.353,7.129,7.307,30230
"2013-12-03",7.035,7.175,7.026,7.175,20674
"2013-12-02",7.372,7.372,6.96,7.016,42319
"2013-11-29",7.475,7.513,7.4,7.428,21367
"2013-11-27",7.353,7.4,7.25,7.372,31056
"2013-11-26",7.55,7.55,7.372,7.372,29526
"2013-11-25",7.485,7.606,7.4,7.522,34210
"2013-11-22",7.466,7.541,7.4,7.466,28161
"2013-11-21",7.485,7.681,7.353,7.522,55684
"2013-11-20",7.541,7.606,7.428,7.541,31633
"2013-11-19",7.569,7.663,7.438,7.55,40559
"2013-11-18",7.316,7.522,7.316,7.513,41755
"2013-11-15",7.11,7.363,7.11,7.288,35981
"2013-11-14",7.054,7.157,7.044,7.11,17366
"2013-11-13",7.222,7.25,7.026,7.119,25353
"2013-11-12",7.175,7.232,7.119,7.194,19495
"2013-11-11",7.222,7.232,7.026,7.166,21132
"2013-11-08",7.447,7.494,7.222,7.232,18290
"2013-11-07",7.353,7.541,7.335,7.428,18237
"2013-11-06",7.503,7.625,7.428,7.438,21111
"2013-11-05",7.494,7.569,7.344,7.541,22383
"2013-11-04",7.419,7.541,7.4,7.494,15073
"2013-11-01",7.475,7.513,7.288,7.428,18168
"2013-10-31",7.485,7.747,7.485,7.494,48425
"2013-10-30",7.363,7.447,7.222,7.41,31289
"2013-10-29",7.606,7.681,7.166,7.307,47716
"2013-10-28",7.56,7.7,7.56,7.625,18847
"2013-10-25",7.812,7.85,7.56,7.588,31276
"2013-10-24",7.747,7.878,7.747,7.775,35876
"2013-10-23",8.075,8.178,7.775,7.822,49171
"2013-10-22",8.178,8.271,8,8.056,49166
"2013-10-21",8.112,8.225,8.075,8.206,37511
"2013-10-18",8.131,8.206,8.075,8.103,32943
"2013-10-17",8.374,8.384,8.122,8.14,46693
"2013-10-16",8.459,8.459,8.159,8.234,71853
"2013-10-15",8.253,8.487,8.056,8.478,106076
"2013-10-14",8.431,8.431,8.234,8.234,66212
"2013-10-11",8.318,8.374,8.225,8.337,72828
"2013-10-10",8.234,8.684,8.159,8.356,128134
"2013-10-09",8.206,8.337,8.15,8.253,49983
"2013-10-08",8.037,8.253,7.981,8.196,45855
"2013-09-30",7.869,8.028,7.831,8.028,25937
"2013-09-27",7.915,7.99,7.775,7.859,33712
"2013-09-26",8.084,8.253,7.915,7.915,52272
"2013-09-25",8.29,8.337,8.15,8.168,59525
"2013-09-24",8.431,8.449,8.196,8.356,79742
"2013-09-23",8.412,8.571,8.365,8.478,66178
"2013-09-18",8.234,8.384,8.196,8.365,49797
"2013-09-17",8.618,8.805,8.29,8.309,101197
"2013-09-16",8.618,8.871,8.515,8.59,146315
"2013-09-13",8.262,8.89,8.159,8.73,156962
"2013-09-12",8.225,8.384,8.103,8.271,70402
"2013-09-11",8.571,8.609,8.243,8.318,122741
"2013-09-10",8.506,8.787,8.44,8.581,169132
"2013-09-09",8.159,8.655,8.056,8.496,164736
"2013-09-06",8.075,8.243,8.037,8.178,67164
"2013-09-05",8.271,8.384,7.981,8.084,93326
"2013-09-04",8.571,8.571,8.253,8.29,108039
"2013-09-03",8.281,8.599,8.187,8.571,152391
"2013-08-30",8.3,8.899,8.187,8.496,240903
"2013-08-29",8.093,8.412,7.962,8.318,234458
"2013-08-28",7.784,8.103,7.737,8.056,183373
"2013-08-27",7.747,8.028,7.747,7.869,121877
"2013-08-26",7.541,7.691,7.541,7.681,49469
"2013-08-23",7.691,7.728,7.4,7.56,79507
"2013-08-22",7.644,7.934,7.578,7.747,88347
"2013-08-21",7.634,7.681,7.55,7.644,31951
"2013-08-20",7.672,7.766,7.569,7.653,47538
"2013-08-19",7.588,7.728,7.494,7.653,44708
"2013-08-16",7.663,7.915,7.578,7.625,73426
"2013-08-15",7.841,7.887,7.653,7.672,74541
"2013-08-14",7.981,8.037,7.794,7.869,79357
"2013-08-13",8.047,8.047,7.869,7.953,85115
"2013-08-12",8.009,8.084,7.887,8.056,129985
"2013-08-09",7.962,8.047,7.822,8.028,83066
"2013-08-08",7.784,8.037,7.709,8.037,99740
"2013-08-07",7.897,8.14,7.737,7.775,111558
"2013-08-06",7.644,7.85,7.588,7.85,113209
"2013-08-05",7.428,7.634,7.4,7.597,47619
"2013-08-02",7.606,7.681,7.494,7.531,77824
"2013-08-01",7.316,7.494,7.288,7.475,43863
"2013-07-31",7.485,7.634,7.269,7.316,54537
"2013-07-30",7.213,7.419,7.072,7.232,39043
"2013-07-29",7.475,7.531,7.204,7.232,52039
"2013-07-26",7.597,7.616,7.466,7.56,42464
"2013-07-25",7.531,7.663,7.447,7.597,73368
"2013-07-24",7.625,7.625,7.372,7.531,70434
"2013-07-23",7.353,7.709,7.353,7.634,76498
"2013-07-22",7.269,7.4,7.035,7.344,49561
"2013-07-19",7.653,7.794,7.316,7.335,82439
"2013-07-18",7.597,7.775,7.485,7.634,91949
"2013-07-17",7.522,7.962,7.4,7.691,146194
"2013-07-16",7.503,7.56,7.344,7.56,62458
"2013-07-15",7.391,7.588,7.382,7.503,61653
"2013-07-12",7.634,7.634,7.363,7.391,86177
"2013-07-11",7.232,7.663,7.213,7.578,136622
"2013-07-10",6.876,7.232,6.848,7.204,66530
"2013-07-09",6.848,6.969,6.763,6.885,42011
"2013-07-08",7.213,7.278,6.819,6.838,63495
"2013-07-05",7.447,7.747,7.307,7.335,96669
"2013-07-03",7.428,7.428,7.101,7.297,76124
"2013-07-02",7.344,7.485,7.241,7.485,77854
"2013-07-01",7.278,7.485,7.185,7.4,73765
"2013-06-28",7.26,7.663,7.119,7.428,143804
"2013-06-27",7.035,7.466,6.988,7.119,129962
"2013-06-26",7.007,7.101,6.773,6.979,76553
"2013-06-25",6.698,7.016,6.117,6.941,108816
"2013-06-24",7.578,7.625,6.801,6.801,91716
"2013-06-21",7.382,7.672,7.316,7.56,57462
"2013-06-20",7.841,7.953,7.56,7.56,63193
"2013-06-19",8.056,8.056,7.766,7.859,67125
"2013-06-18",8.065,8.234,8.009,8.131,78702
"2013-06-17",8.028,8.243,7.588,8.122,129668
"2013-06-14",7.812,8.131,7.812,8.037,106987
"2013-06-13",8.571,8.581,7.812,7.841,160387
"2013-06-07",8.524,8.993,8.459,8.684,192276
"2013-06-06",8.29,8.74,8.243,8.571,125468
"2013-06-05",8.356,8.524,8.206,8.337,64447
"2013-06-04",8.346,8.543,8.262,8.421,102103
"2013-06-03",8.14,8.581,8.093,8.374,108371
"2013-05-31",8.234,8.328,8.131,8.131,78213
"2013-05-30",8.318,8.318,8.131,8.234,90783
"2013-05-29",8.328,8.403,8.178,8.328,150378
"2013-05-28",7.822,8.337,7.822,8.309,199802
"2013-05-24",7.691,7.812,7.597,7.784,67351
"2013-05-23",7.822,7.915,7.663,7.681,99922
"2013-05-22",7.719,7.944,7.691,7.887,133322
"2013-05-21",7.756,7.766,7.634,7.766,118231
"2013-05-20",7.728,7.981,7.681,7.775,145027
"2013-05-17",7.644,8.028,7.597,7.756,219565
"2013-05-16",7.222,7.841,7.138,7.663,218496
"2013-05-15",7.232,7.25,7.138,7.175,46909
"2013-05-14",7.391,7.391,7.101,7.185,78549
"2013-05-13",7.428,7.456,7.307,7.353,59535
"2013-05-10",7.166,7.4,7.166,7.4,89004
"2013-05-09",7.269,7.353,7.101,7.213,76351
"2013-05-08",7.325,7.438,7.222,7.297,83510
"2013-05-07",7.41,7.447,7.269,7.335,85655
"2013-05-06",7.325,7.485,7.269,7.466,117885
"2013-05-03",7.269,7.41,7.147,7.363,158313
"2013-05-02",6.969,7.466,6.876,7.26,172916
"2013-04-26",6.773,6.96,6.773,6.923,94633
"2013-04-25",6.819,6.876,6.735,6.735,72394
"2013-04-24",6.763,6.876,6.716,6.829,67736
"2013-04-23",7.072,7.072,6.698,6.716,122717
"2013-04-22",7.175,7.175,7.007,7.091,103862
"2013-04-19",7.035,7.297,7.007,7.213,197954
"2013-04-18",7.035,7.138,6.932,6.988,92666
"2013-04-17",7.175,7.25,6.979,7.11,129907
"2013-04-16",6.754,7.222,6.707,7.213,172221
"2013-04-15",6.782,7.119,6.763,6.885,133995
"2013-04-12",7.044,7.11,6.782,6.857,122481
"2013-04-11",7.213,7.288,6.885,7.026,276291
"2013-04-10",7.044,7.044,7.044,7.044,184494
"2013-04-09",6.407,6.407,6.407,6.407,48768
"2013-04-08",5.855,5.864,5.695,5.827,18913
"2013-04-03",6.051,6.089,5.911,5.948,18040
"2013-04-02",5.995,6.154,5.986,6.023,43869
"2013-04-01",5.845,6.126,5.845,5.976,47040
"2013-03-28",5.901,5.92,5.695,5.724,25280
"2013-03-27",6.005,6.061,5.883,5.986,37765
"2013-03-26",6.07,6.164,5.976,6.005,32623
"2013-03-25",6.051,6.267,5.967,6.136,54877
"2013-03-22",5.995,6.042,5.958,6.042,30144
"2013-03-21",6.033,6.051,5.967,5.986,25357
"2013-03-20",5.948,6.042,5.901,6.023,35652
"2013-03-19",5.789,5.976,5.752,5.93,25678
"2013-03-18",5.742,5.845,5.695,5.789,15001
"2013-03-15",5.836,5.892,5.63,5.808,27895
"2013-03-14",5.836,5.883,5.808,5.836,13063
"2013-03-13",5.864,5.901,5.77,5.836,20012
"2013-03-12",6.005,6.061,5.808,5.883,28365
"2013-03-11",5.995,6.042,5.948,6.005,20038
"2013-03-08",6.126,6.126,5.958,5.967,30331
"2013-03-07",6.079,6.192,6.033,6.089,45482
"2013-03-06",6.014,6.07,5.948,6.061,39933
"2013-03-05",5.855,6.023,5.855,5.986,32255
"2013-03-04",6.417,6.417,5.93,5.93,74672
"2013-03-01",6.651,6.679,6.51,6.585,33013
"2013-02-28",6.464,6.66,6.445,6.651,38754
"2013-02-27",6.37,6.492,6.37,6.445,27170
"2013-02-26",6.548,6.548,6.351,6.37,30925
"2013-02-25",6.538,6.604,6.501,6.548,22994
"2013-02-22",6.604,6.698,6.482,6.529,23296
"2013-02-21",6.726,6.754,6.492,6.567,51754
"2013-02-20",6.698,6.829,6.567,6.829,46667
"2013-02-19",6.988,6.988,6.698,6.716,46554
"2013-02-08",6.838,6.904,6.801,6.866,28109
"2013-02-07",6.894,6.894,6.782,6.81,30144
"2013-02-06",6.951,6.951,6.801,6.848,44631
"2013-02-05",6.698,6.979,6.67,6.979,73592
"2013-02-04",6.838,6.913,6.726,6.773,46727
"2013-02-01",6.801,6.876,6.726,6.829,47273
"2013-01-31",7.026,7.054,6.763,6.801,69953
"2013-01-30",7.026,7.091,6.866,7.044,57033
"2013-01-29",7.054,7.194,6.979,7.063,81991
"2013-01-28",6.866,7.091,6.848,7.054,67871
"2013-01-25",6.951,7.054,6.763,6.866,74341
"2013-01-24",7.307,7.419,6.988,7.082,230096
"2013-01-23",6.819,7.578,6.763,7.485,316469
"2013-01-22",7.072,7.119,6.81,6.885,98960
"2013-01-18",6.548,7.166,6.52,7.054,262317
"2013-01-17",6.492,6.576,6.407,6.51,36642
"2013-01-16",6.585,6.604,6.417,6.501,50215
"2013-01-15",6.492,6.632,6.492,6.585,53648
"2013-01-14",6.342,6.557,6.323,6.529,54890
"2013-01-11",6.632,6.66,6.342,6.342,76947
"2013-01-10",6.613,6.782,6.576,6.632,50566
"2013-01-09",6.66,6.698,6.557,6.613,60675
"2013-01-08",6.604,6.735,6.538,6.688,61369
"2013-01-07",6.651,6.688,6.464,6.642,61815
"2013-01-04",6.801,6.838,6.529,6.688,101966
"2012-12-31",6.538,7.007,6.464,6.735,151219
"2012-12-28",6.304,6.548,6.295,6.52,114661
"2012-12-27",6.482,6.538,6.276,6.295,132572
"2012-12-26",6.248,6.819,6.248,6.557,230468
"2012-12-24",5.976,6.079,5.93,6.033,39190
"2012-12-21",6.014,6.164,5.986,5.995,51738
"2012-12-20",6.051,6.089,5.948,6.061,65918
"2012-12-19",5.93,6.445,5.855,6.145,119751
"2012-12-18",6.005,6.117,5.92,5.948,51821
"2012-12-17",6.033,6.229,5.995,6.005,81900
"2012-12-14",5.724,6.126,5.724,6.023,104135
"2012-12-13",5.948,5.958,5.761,5.761,50037
"2012-12-12",5.808,5.883,5.724,5.808,62401
"2012-12-11",5.864,6.211,5.808,5.873,107813
"2012-12-10",5.883,5.967,5.724,5.901,97917
"2012-12-07",5.63,6.051,5.63,5.967,115081
"2012-12-06",5.62,5.705,5.564,5.611,49697
"2012-12-05",5.339,5.724,5.293,5.677,76056
"2012-12-04",5.246,5.396,5.105,5.368,26084
"2012-12-03",5.321,5.564,5.255,5.265,34416
"2012-11-30",5.143,5.471,5.143,5.33,32511
"2012-11-29",5.096,5.293,5.096,5.152,18333
"2012-11-28",5.265,5.321,5.115,5.152,25911
"2012-11-27",5.63,5.63,5.321,5.321,40389
"2012-11-26",5.667,5.724,5.639,5.639,17078
"2012-11-23",5.686,5.733,5.63,5.677,26709
"2012-11-21",5.705,5.836,5.602,5.827,40665
"2012-11-20",5.855,5.864,5.733,5.733,29152
"2012-11-19",5.761,5.836,5.677,5.808,20661
"2012-11-16",5.714,5.78,5.63,5.77,20768
"2012-11-15",5.733,5.836,5.686,5.714,23953
"2012-11-14",5.836,5.939,5.677,5.761,35622
"2012-11-13",6.183,6.201,5.836,5.845,53358
"2012-11-12",5.967,6.164,5.967,6.164,49854
"2012-11-09",5.911,6.061,5.911,5.958,36619
"2012-11-08",6.005,6.22,5.892,5.995,57524
"2012-11-07",6.033,6.154,6.005,6.061,38668
"2012-11-06",6.201,6.248,5.892,6.098,70501
"2012-11-05",6.332,6.36,6.192,6.248,94137
"2012-11-02",5.986,6.585,5.976,6.445,160339
"2012-11-01",5.798,6.126,5.77,6.033,81569
"2012-10-31",5.78,5.808,5.695,5.789,18359
"2012-10-26",5.808,5.827,5.62,5.667,23708
"2012-10-25",5.92,5.967,5.789,5.798,27578
"2012-10-24",5.948,5.995,5.864,5.901,35608
"2012-10-23",6.07,6.267,5.976,5.995,65425
"2012-10-22",6.061,6.07,5.92,6.042,41901
"2012-10-19",5.948,6.183,5.92,6.061,64885
"2012-10-18",5.873,6.098,5.836,5.995,58924
"2012-10-17",5.911,5.911,5.789,5.864,21687
"2012-10-16",5.873,5.948,5.836,5.911,33605
"2012-10-15",5.789,5.883,5.78,5.864,26725
"2012-10-12",5.798,5.901,5.752,5.798,19298
"2012-10-11",5.901,5.995,5.761,5.798,31874
"2012-10-10",5.836,5.986,5.761,5.93,30819
"2012-10-09",5.695,5.901,5.677,5.827,29596
"2012-10-08",5.733,5.752,5.62,5.667,18210
"2012-09-28",5.677,5.724,5.62,5.714,19726
"2012-09-27",5.489,5.677,5.489,5.62,17492
"2012-09-26",5.639,5.686,5.489,5.499,18438
"2012-09-25",5.724,5.733,5.649,5.658,14515
"2012-09-24",5.63,5.724,5.574,5.677,15633
"2012-09-21",5.62,5.752,5.489,5.639,35367
"2012-09-20",5.976,6.061,5.761,5.78,38665
"2012-09-19",5.93,6.023,5.892,5.967,25698
"2012-09-18",5.901,6.033,5.808,5.948,34871
"2012-09-17",5.939,6.023,5.808,5.817,32718
"2012-09-14",5.958,6.042,5.864,5.939,38954
"2012-09-13",6.098,6.164,5.901,5.901,45953
"2012-09-12",6.061,6.239,6.014,6.154,65900
"2012-09-11",6.005,6.154,5.883,6.042,54376
"2012-09-10",6.005,6.183,5.976,6.033,63652
"2012-09-07",5.855,6.042,5.817,5.995,67832
"2012-09-06",5.733,5.808,5.695,5.808,26428
"2012-09-05",5.62,5.78,5.62,5.705,30076
"2012-09-04",5.714,5.752,5.574,5.611,29998
"2012-08-31",5.527,5.639,5.527,5.602,21514
"2012-08-30",5.742,5.873,5.442,5.555,50425
"2012-08-29",5.967,5.967,5.798,5.827,43105
"2012-08-28",5.967,6.126,5.864,5.986,73902
"2012-08-27",5.883,6.323,5.827,6.145,163916
"2012-08-24",5.639,6.042,5.564,5.92,99028
"2012-08-23",5.695,5.901,5.667,5.695,42562
"2012-08-22",5.602,5.658,5.527,5.546,15576
"2012-08-21",5.499,5.649,5.499,5.602,19830
"2012-08-20",5.592,5.592,5.461,5.517,15900
"2012-08-17",5.62,5.649,5.527,5.592,17109
"2012-08-16",5.705,5.705,5.62,5.63,13158
"2012-08-15",5.742,5.742,5.649,5.658,13476
"2012-08-14",5.705,5.77,5.592,5.761,23132
"2012-08-13",5.855,5.864,5.695,5.705,26130
"2012-08-10",5.901,5.967,5.817,5.855,37335
"2012-08-09",5.901,6.267,5.901,5.976,70587
"2012-08-08",5.742,5.855,5.705,5.752,23160
"2012-08-07",5.658,5.827,5.62,5.78,35097
"2012-08-06",5.489,5.677,5.461,5.658,27308
"2012-08-03",5.405,5.555,5.311,5.527,27728
"2012-08-02",5.527,5.574,5.274,5.358,22353
"2012-08-01",5.433,5.574,5.368,5.517,18318
"2012-07-31",5.546,5.564,5.265,5.424,22011
"2012-07-30",5.883,5.939,5.349,5.546,42136
"2012-07-27",5.986,6.033,5.864,5.873,20225
"2012-07-26",6.033,6.164,5.958,5.986,28700
"2012-07-25",5.995,6.126,5.958,5.995,20574
"2012-07-24",5.901,6.164,5.883,6.089,25229
"2012-07-23",6.042,6.108,5.93,5.995,26802
"2012-07-20",6.051,6.37,6.005,6.164,50196
"2012-07-19",6.014,6.323,5.948,6.145,43582
"2012-07-18",6.042,6.042,5.827,6.033,32637
"2012-07-17",5.873,6.042,5.827,6.033,30533
"2012-07-16",6.37,6.398,5.901,5.901,47927
"2012-07-13",6.417,6.51,6.332,6.37,34639
"2012-07-12",6.37,6.51,6.267,6.492,48526
"2012-07-11",6.623,6.642,6.257,6.351,72629
"2012-07-10",6.838,6.838,6.623,6.623,46334
"2012-07-09",7.072,7.072,6.735,6.801,81398
"2012-07-06",7.091,7.26,6.988,7.119,88655
"2012-07-05",7.166,7.185,6.932,6.951,84904
"2012-07-03",6.951,7.082,6.763,6.988,81901
"2012-07-02",7.129,7.138,6.876,6.923,76978
"2012-06-29",7.11,7.11,6.745,7.007,114604
"2012-06-28",7.175,7.569,7.101,7.166,157562
"2012-06-27",7.007,7.288,6.932,7.072,89218
"2012-06-26",7.485,7.494,6.876,7.091,155104
"2012-06-25",7.213,8.019,7.185,7.644,303461
"2012-06-21",6.997,7.428,6.979,7.297,169612
"2012-06-20",7.016,7.054,6.923,6.96,30765
"2012-06-19",6.979,7.129,6.932,7.026,40287
"2012-06-18",6.979,7.044,6.941,6.979,27809
"2012-06-15",7.026,7.119,6.866,6.941,47466
"2012-06-14",7.222,7.288,7.016,7.044,51561
"2012-06-13",7.213,7.344,7.157,7.25,61397
"2012-06-12",7.185,7.307,7.026,7.213,69103
"2012-06-11",7.072,7.278,6.838,7.194,70234
"2012-06-08",7.185,7.353,6.979,7.091,95367
"2012-06-07",6.969,7.278,6.885,6.979,75916
"2012-06-06",6.819,6.932,6.773,6.866,29255
"2012-06-05",6.838,6.866,6.745,6.819,34325
"2012-06-04",7.054,7.082,6.763,6.773,72807
"2012-06-01",7.241,7.316,7.129,7.185,49178
"2012-05-31",7.325,7.363,7.232,7.26,58783
"2012-05-30",7.382,7.616,7.363,7.391,90304
"2012-05-29",7.428,7.55,7.222,7.456,111496
"2012-05-25",7.232,7.588,7.232,7.428,132096
"2012-05-24",7.588,7.606,7.241,7.26,99867
"2012-05-23",7.063,7.625,7.063,7.485,179672
"2012-05-22",6.951,7.063,6.951,7.035,33846
"2012-05-21",6.979,7.119,6.857,6.904,39658
"2012-05-18",7.307,7.353,7.026,7.054,83028
"2012-05-17",7.204,7.4,7.166,7.382,78588
"2012-05-16",7.194,7.316,7.101,7.166,60928
"2012-05-15",7.204,7.204,6.979,7.157,64825
"2012-05-14",7.297,7.447,7.269,7.288,111182
"2012-05-11",7.213,7.325,7.157,7.166,57735
"2012-05-10",7.232,7.325,7.119,7.26,59015
"2012-05-09",7.138,7.316,7.072,7.288,86104
"2012-05-08",7.41,7.494,7.119,7.25,145906
"2012-05-07",7.475,7.569,7.307,7.438,105533
"2012-05-04",7.634,7.737,7.485,7.494,111941
"2012-05-03",7.653,7.803,7.531,7.672,95859
"2012-05-02",7.775,7.803,7.494,7.7,115252
"2012-04-27",7.503,7.878,7.288,7.644,167785
"2012-04-26",8.009,8.29,7.588,7.616,253263
"2012-04-25",7.775,8.571,7.719,8.056,369790
"2012-04-24",7.522,8.037,7.428,7.897,251579
"2012-04-23",7.775,7.869,7.55,7.653,176398
"2012-04-19",7.775,7.822,7.55,7.737,192602
"2012-04-18",7.737,8.206,7.728,7.869,268307
"2012-04-17",8.496,8.552,7.878,7.878,423578
"2012-04-16",8.665,8.974,8.225,8.749,541860
"2012-04-13",8.159,8.159,7.962,8.159,372898
"2012-04-12",6.632,7.419,6.585,7.419,253570
"2012-04-11",6.464,7.072,6.37,6.745,112203
"2012-04-10",6.323,6.557,6.136,6.538,47358
"2012-04-09",6.595,6.595,6.37,6.389,42122
"2012-04-05",6.257,6.52,6.239,6.473,51788
"2012-03-30",6.417,6.482,6.229,6.276,59720
"2012-03-29",6.595,6.66,5.995,6.538,78963
"2012-03-28",6.735,6.913,6.567,6.66,70961
"2012-03-27",6.829,6.932,6.763,6.782,45859
"2012-03-26",6.735,6.932,6.651,6.819,62347
"2012-03-23",6.941,6.988,6.651,6.726,88654
"2012-03-22",6.885,7.157,6.81,7.054,106856
"2012-03-21",6.932,7.026,6.735,6.923,72441
"2012-03-20",6.848,7.175,6.707,6.913,126665
"2012-03-19",6.782,6.848,6.67,6.848,75998
"2012-03-16",6.688,6.838,6.567,6.829,107411
"2012-03-15",6.969,7.091,6.557,6.698,141278
"2012-03-14",7.719,7.953,6.96,7.138,184933
"2012-03-13",7.625,7.766,7.625,7.709,73230
"2012-03-12",7.822,7.822,7.56,7.644,89243
"2012-03-09",7.803,7.841,7.644,7.784,76587
"2012-03-08",7.709,7.887,7.709,7.794,87566
"2012-03-07",7.663,7.841,7.606,7.672,91908
"2012-03-06",7.681,7.897,7.606,7.794,134438
"2012-03-05",8.056,8.103,7.681,7.747,223367
"2012-03-02",7.494,8.243,7.475,8.093,286588
"2012-03-01",7.513,7.719,7.475,7.503,108071
"2012-02-29",7.634,7.747,7.447,7.522,140231
"2012-02-28",7.822,7.897,7.644,7.812,214040
"2012-02-27",7.616,8.019,7.55,8.019,438558
"2012-02-24",6.604,7.288,6.567,7.288,183719
"2012-02-23",6.642,6.716,6.52,6.623,72600
"2012-02-22",6.435,6.726,6.426,6.623,106991
"2012-02-21",6.379,6.501,6.211,6.473,68104
"2012-02-17",6.37,6.454,6.211,6.342,54122
"2012-02-16",6.464,6.51,6.323,6.398,65135
"2012-02-15",6.332,6.482,6.276,6.454,99545
"2012-02-14",6.117,6.52,5.995,6.407,121773
"2012-02-13",6.089,6.183,6.005,6.164,91878
"2012-02-10",5.995,6.351,5.995,6.248,139393
"2012-02-09",5.93,6.239,5.901,6.023,110609
"2012-02-08",5.78,5.976,5.78,5.948,46905
"2012-02-07",5.883,5.92,5.733,5.78,39202
"2012-02-06",5.986,6.014,5.864,5.93,68806
"2012-02-03",5.901,6.248,5.836,6.051,117318
"2012-02-02",5.649,5.752,5.555,5.752,40930
"2012-02-01",5.686,5.742,5.546,5.555,28959
"2012-01-31",5.714,5.724,5.639,5.705,19179
"2012-01-30",5.817,5.817,5.677,5.686,33884
"2012-01-20",5.714,5.864,5.658,5.817,46990
"2012-01-19",5.62,5.733,5.574,5.686,31025
"2012-01-18",5.667,5.761,5.574,5.592,47906
"2012-01-17",5.339,5.705,5.293,5.686,43016
"2012-01-13",5.724,5.77,5.452,5.527,61137
"2012-01-12",5.555,6.154,5.555,5.808,99883
"2012-01-11",5.695,5.733,5.536,5.62,57657
"2012-01-10",5.48,5.714,5.433,5.714,65805
"2012-01-09",5.19,5.48,5.18,5.471,54700
"2012-01-06",5.105,5.236,4.983,5.236,48634
"2012-01-05",5.386,5.602,5.105,5.115,107478
"2012-01-04",5.883,6.36,5.649,5.677,151017
"2011-12-30",5.78,5.845,5.724,5.78,35057
"2011-12-29",5.714,5.789,5.658,5.705,31468
"2011-12-28",5.995,6.061,5.602,5.77,74969
"2011-12-27",6.482,6.651,6.061,6.061,73391
"2011-12-23",6.51,6.791,6.501,6.651,56199
"2011-12-22",6.819,6.885,6.37,6.604,50812
"2011-12-21",7.091,7.119,6.763,6.894,68778
"2011-12-20",7.072,7.213,6.969,6.997,71628
"2011-12-19",7.044,7.101,6.885,7.007,69549
"2011-12-16",6.829,7.063,6.67,7.054,83749
"2011-12-15",6.548,7.119,6.492,6.941,115021
"2011-12-14",6.557,6.642,6.492,6.604,44283
"2011-12-13",6.417,6.464,6.314,6.332,20382
"2011-12-12",6.342,6.435,6.267,6.389,43904
"2011-12-09",6.07,6.417,6.07,6.407,59343
"2011-12-08",6.276,6.286,6.061,6.201,25837
"2011-12-07",6.276,6.323,6.229,6.276,19212
"2011-12-06",6.22,6.295,6.192,6.276,18499
"2011-12-05",6.342,6.36,6.183,6.201,20307
"2011-12-02",6.548,6.557,6.304,6.351,32264
"2011-12-01",6.707,6.81,6.567,6.604,56259
"2011-11-30",6.857,6.997,6.426,6.464,55030
"2011-11-29",6.838,6.904,6.763,6.857,35303
"2011-11-28",6.941,6.96,6.745,6.773,25520
"2011-11-25",7.054,7.101,6.904,6.932,25427
"2011-11-23",7.119,7.138,7.007,7.026,15404
"2011-11-22",7.026,7.147,7.007,7.091,20289
"2011-11-21",6.988,7.138,6.988,7.129,15750
"2011-11-18",7.26,7.26,7.044,7.044,31633
"2011-11-17",7.335,7.4,7.213,7.325,35582
"2011-11-16",7.644,7.681,7.297,7.344,55894
"2011-11-15",7.447,7.7,7.41,7.634,67879
"2011-11-14",7.297,7.475,7.288,7.466,44851
"2011-11-11",7.232,7.344,7.222,7.26,25442
"2011-11-10",7.335,7.382,7.222,7.241,41425
"2011-11-09",7.382,7.447,7.297,7.438,37171
"2011-11-08",7.522,7.578,7.307,7.363,58461
"2011-11-07",7.775,7.775,7.55,7.578,52641
"2011-11-04",7.672,7.915,7.663,7.784,78605
"2011-11-03",7.475,7.784,7.466,7.653,81974
"2011-11-02",7.382,7.597,7.222,7.522,61119
"2011-11-01",7.522,7.663,7.475,7.503,49282
"2011-10-31",7.681,7.728,7.503,7.653,58117
"2011-10-28",7.672,8.103,7.616,7.766,104371
"2011-10-27",7.382,7.616,7.297,7.616,94145
"2011-10-26",7.194,7.541,7.194,7.419,99948
"2011-10-25",7.129,7.438,7.007,7.353,93167
"2011-10-24",7.166,7.335,6.979,7.232,55410
"2011-10-21",7.101,7.288,6.979,7.072,50028
"2011-10-20",7.232,7.232,6.923,7.063,51537
"2011-10-19",7.541,7.588,7.119,7.204,48471
"2011-10-18",8.047,8.047,7.485,7.522,44684
"2011-10-17",8.159,8.206,8.056,8.075,21898
"2011-10-14",8.122,8.131,7.962,8.122,27828
"2011-10-13",8.009,8.196,7.981,8.122,40885
"2011-10-12",7.644,8.15,7.55,8.103,48319
"2011-10-11",7.822,7.887,7.569,7.681,20202
"2011-10-10",7.691,7.747,7.588,7.663,14556
"2011-09-30",7.634,7.822,7.588,7.681,20574
"2011-09-29",8.009,8.009,7.606,7.634,28821
"2011-09-28",8.225,8.243,8.019,8.037,30957
"2011-09-27",8.346,8.384,8.131,8.196,46265
"2011-09-26",8.225,8.431,8.196,8.243,60621
"2011-09-23",7.981,8.365,7.878,8.356,55549
"2011-09-22",8.356,8.421,8.131,8.131,42489
"2011-09-21",8.15,8.515,8.056,8.459,54079
"2011-09-20",8.028,8.206,7.981,8.131,23573
"2011-09-19",8.309,8.318,8.056,8.056,36704
"2011-09-16",8.29,8.515,8.29,8.393,59204
